stop_id,stop_name,lon,lat,utmk_x,utmk_y,cell_100,cell_1000,zone
21114,다운농협,129.2717,35.5589774,1160571.78,1730663.38,100_1160500_1730600,1000_1160000_1730000,울산광역시 중구
21113,다운농협,129.2724414,35.55817284,1160640.59,1730575.35,100_1160600_1730500,1000_1160000_1730000,울산광역시 중구
21124,다운동아 아파트,129.2663165,35.56934851,1160063.18,1731805.02,100_1160000_1731800,1000_1160000_1731000,울산광역시 중구
21106,다운동아 아파트앞,129.2665107,35.56852266,1160082.43,1731713.73,100_1160000_1731700,1000_1160000_1731000,울산광역시 중구
21105,다운동아아파트앞,129.2662112,35.56792795,1160056.47,1731647.28,100_1160000_1731600,1000_1160000_1731000,울산광역시 중구
21118,다운동아아파트앞,129.266431,35.56797656,1160076.29,1731653.02,100_1160000_1731600,1000_1160000_1731000,울산광역시 중구
21116,다운동행정복지센터앞,129.2743589,35.55695855,1160816.82,1730443.78,100_1160800_1730400,1000_1160000_1730000,울산광역시 중구
21115,다운동행정복지센터앞,129.2742151,35.5568252,1160804.05,1730428.76,100_1160800_1730400,1000_1160000_1730000,울산광역시 중구
21109,다운아파트,129.2671614,35.56280781,1160152.78,1731080.88,100_1160100_1731000,1000_1160000_1731000,울산광역시 중구
21110,다운아파트,129.2671608,35.56307139,1160152.2,1731110.11,100_1160100_1731100,1000_1160000_1731000,울산광역시 중구
21108,다운중고등학교,129.2661465,35.56572381,1160054.99,1731402.68,100_1160000_1731400,1000_1160000_1731000,울산광역시 중구
21107,다운중고등학교,129.265977,35.56627214,1160038.53,1731463.23,100_1160000_1731400,1000_1160000_1731000,울산광역시 중구
21121,다운중학교,129.2689715,35.56835926,1160305.77,1731699.61,100_1160300_1731600,1000_1160000_1731000,울산광역시 중구
21126,다운중학교,129.2705029,35.5686224,1160444.04,1731731.29,100_1160400_1731700,1000_1160000_1731000,울산광역시 중구
21125,다운중학교,129.2707243,35.56865209,1160464.05,1731734.95,100_1160400_1731700,1000_1160000_1731000,울산광역시 중구
21122,다운중학교,129.2699556,35.56815825,1160395.36,1731678.91,100_1160300_1731600,1000_1160000_1731000,울산광역시 중구
21111,다운파출소,129.2699574,35.5605313,1160410.73,1730832.91,100_1160400_1730800,1000_1160000_1730000,울산광역시 중구
26232,달곡당수나무,129.4217983,35.60882902,1174069.04,1736448.39,100_1174000_1736400,1000_1174000_1736000,울산광역시 북구
26231,달곡당수나무,129.4219289,35.6088239,1174080.88,1736448.06,100_1174000_1736400,1000_1174000_1736000,울산광역시 북구
26323,달곡마을,129.4327721,35.60468723,1175072.15,1736008.43,100_1175000_1736000,1000_1175000_1736000,울산광역시 북구
26324,달곡마을,129.4328599,35.60460319,1175080.29,1735999.26,100_1175000_1735900,1000_1175000_1735000,울산광역시 북구
26229,달곡마을회관,129.4265106,35.60835225,1174496.95,1736403.86,100_1174400_1736400,1000_1174000_1736000,울산광역시 북구
26230,달곡마을회관,129.4268255,35.60837549,1174525.43,1736406.99,100_1174500_1736400,1000_1174000_1736000,울산광역시 북구
23002,달동사거리,129.3311399,35.53563596,1166007.62,1728172.78,100_1166000_1728100,1000_1166000_1728000,울산광역시 남구
31113,달동사거리,129.3134064,35.53634957,1164398.3,1728222.21,100_1164300_1728200,1000_1164000_1728000,울산광역시 남구
40801,달동사거리,129.3309371,35.53538107,1165989.76,1728144.17,100_1165900_1728100,1000_1165000_1728000,울산광역시 남구
31114,달동사거리,129.3139615,35.53581447,1164449.72,1728163.78,100_1164400_1728100,1000_1164000_1728000,울산광역시 남구
31115,달동사거리,129.3138854,35.53512332,1164444.24,1728086.98,100_1164400_1728000,1000_1164000_1728000,울산광역시 남구
12101,달동주공아파트,129.326211,35.53443844,1165563.19,1728031.65,100_1165500_1728000,1000_1165000_1728000,울산광역시 남구
12102,달동주공아파트,129.3268166,35.53439738,1165618.18,1728028.12,100_1165600_1728000,1000_1165000_1728000,울산광역시 남구
40530,달동주공아파트앞,129.3296551,35.53421193,1165875.93,1728012.32,100_1165800_1728000,1000_1165000_1728000,울산광역시 남구
40529,달동주공아파트앞,129.3284668,35.53577478,1165764.97,1728183.68,100_1165700_1728100,1000_1165000_1728000,울산광역시 남구
40411,달동현대아파트앞,129.3237411,35.53630572,1165335.41,1728234.63,100_1165300_1728200,1000_1165000_1728000,울산광역시 남구
14209,달천 아이파크1차,129.3297663,35.63425081,1165679.73,1739109.35,100_1165600_1739100,1000_1165000_1739000,울산광역시 북구
14211,달천 아이파크1차,129.3299553,35.63441954,1165696.49,1739128.39,100_1165600_1739100,1000_1165000_1739000,울산광역시 북구
14504,달천농공단지내,129.3160526,35.63880957,1164428.51,1739592.01,100_1164400_1739500,1000_1164000_1739000,울산광역시 북구
14503,달천농공단지내,129.3139821,35.63654322,1164245.67,1739337.15,100_1164200_1739300,1000_1164000_1739000,울산광역시 북구
14508,달천농공단지입구,129.3166845,35.63132711,1164501.07,1738763.07,100_1164500_1738700,1000_1164000_1738000,울산광역시 북구
14507,달천농공단지입구,129.3168586,35.63148055,1164516.52,1738780.38,100_1164500_1738700,1000_1164000_1738000,울산광역시 북구
14215,달천아이파크1차,129.3283678,35.63520394,1165551.12,1739212.73,100_1165500_1739200,1000_1165000_1739000,울산광역시 북구
14212,달천아이파크2차,129.3282561,35.63295463,1165545.64,1738963.03,100_1165500_1738900,1000_1165000_1738000,울산광역시 북구
14210,달천아이파크2차,129.3279907,35.63289873,1165521.72,1738956.38,100_1165500_1738900,1000_1165000_1738000,울산광역시 북구
14510,달천회관앞,129.3148041,35.63036085,1164332.76,1738652.74,100_1164300_1738600,1000_1164000_1738000,울산광역시 북구
14509,달천회관앞(기점),129.3149749,35.63066161,1164347.61,1738686.39,100_1164300_1738600,1000_1164000_1738000,울산광역시 북구
14502,달천회관앞(종점),129.3151644,35.63075376,1164364.59,1738696.93,100_1164300_1738600,1000_1164000_1738000,울산광역시 북구
65036,담안마을,129.2330566,35.51758762,1157149.86,1726010.0,100_1157100_1726000,1000_1157000_1726000,울산광역시 남구
24450,당고개,129.1973133,35.50803394,1153926.66,1724893.9,100_1153900_1724800,1000_1153000_1724000,울산광역시 울주군
24449,당고개,129.1974122,35.50782323,1153936.04,1724870.68,100_1153900_1724800,1000_1153000_1724000,울산광역시 울주군
27927,당사군부대,129.4619993,35.58595785,1177761.34,1733983.22,100_1177700_1733900,1000_1177000_1733000,울산광역시 북구
27928,당사군부대,129.4621298,35.58596315,1177773.15,1733984.05,100_1177700_1733900,1000_1177000_1733000,울산광역시 북구
27917,당사마을,129.4558927,35.58532198,1177209.4,1733901.68,100_1177200_1733900,1000_1177000_1733000,울산광역시 북구
27918,당사마을,129.4560382,35.58524342,1177222.76,1733893.22,100_1177200_1733800,1000_1177000_1733000,울산광역시 북구
30267,당산,129.0109514,35.53599542,1136976.9,1727720.42,100_1136900_1727700,1000_1136000_1727000,울산광역시 울주군
15223,당산,129.2227968,35.66732424,1155928.68,1742602.99,100_1155900_1742600,1000_1155000_1742000,울산광역시 울주군
15224,당산,129.2229357,35.66730998,1155941.28,1742601.62,100_1155900_1742600,1000_1155000_1742000,울산광역시 울주군
30268,당산,129.0108741,35.53617881,1136969.58,1727740.65,100_1136900_1727700,1000_1136000_1727000,울산광역시 울주군
15225,당산중리,129.2057926,35.66880435,1154386.64,1742740.31,100_1154300_1742700,1000_1154000_1742000,울산광역시 울주군
15226,당산중리,129.2056552,35.66868394,1154374.44,1742726.73,100_1154300_1742700,1000_1154000_1742000,울산광역시 울주군
15447,당산중리회관,129.2084472,35.66851547,1154627.49,1742712.44,100_1154600_1742700,1000_1154000_1742000,울산광역시 울주군
15446,당산중리회관,129.208464,35.66839293,1154629.24,1742698.87,100_1154600_1742600,1000_1154000_1742000,울산광역시 울주군
31820,당수,129.1404898,35.70472778,1148409.16,1746624.38,100_1148400_1746600,1000_1148000_1746000,울산광역시 울주군
31819,당수,129.1404809,35.70459075,1148408.61,1746609.17,100_1148400_1746600,1000_1148000_1746000,울산광역시 울주군
62108,당수나무,129.2913469,35.57650157,1162317.24,1732639.45,100_1162300_1732600,1000_1162000_1732000,울산광역시 중구
62107,당수나무,129.2913324,35.57667079,1162315.58,1732658.2,100_1162300_1732600,1000_1162000_1732000,울산광역시 중구
15234,당지,129.2230836,35.65166607,1155985.1,1740866.57,100_1155900_1740800,1000_1155000_1740000,울산광역시 울주군
15233,당지,129.2227776,35.65154242,1155957.63,1740852.36,100_1155900_1740800,1000_1155000_1740000,울산광역시 울주군
15300,당지마을,129.2248318,35.65303093,1156140.71,1741020.74,100_1156100_1741000,1000_1156000_1741000,울산광역시 울주군
15299,당지마을,129.2248375,35.65287015,1156141.54,1741002.91,100_1156100_1741000,1000_1156000_1741000,울산광역시 울주군
76802,당촌,129.1797748,35.43068941,1152481.96,1716287.57,100_1152400_1716200,1000_1152000_1716000,양산시
76801,당촌,129.179538,35.43069888,1152460.45,1716288.25,100_1152400_1716200,1000_1152000_1716000,양산시
70202,대경넥스빌,129.4266253,35.51701602,1174705.56,1726272.41,100_1174700_1726200,1000_1174000_1726000,울산광역시 동구
70201,대경넥스빌,129.426682,35.5166526,1174711.49,1726232.19,100_1174700_1726200,1000_1174000_1726000,울산광역시 동구
27109,대경넥스빌앞,129.4242227,35.51559881,1174490.73,1726110.94,100_1174400_1726100,1000_1174000_1726000,울산광역시 동구
27110,대경넥스빌앞,129.4246064,35.51715552,1174522.16,1726284.3,100_1174500_1726200,1000_1174000_1726000,울산광역시 동구
15940,대경산전,129.3042065,35.50486504,1163628.09,1724714.51,100_1163600_1724700,1000_1163000_1724000,울산광역시 울주군
15941,대경산전,129.3042625,35.5042782,1163634.36,1724649.51,100_1163600_1724600,1000_1163000_1724000,울산광역시 울주군
15288,대곡,129.0903901,35.66408762,1143949.45,1742041.87,100_1143900_1742000,1000_1143000_1742000,울산광역시 울주군
30357,대곡박물관,129.1683385,35.61880551,1151090.6,1737136.05,100_1151000_1737100,1000_1151000_1737000,울산광역시 울주군
30358,대곡박물관,129.1684489,35.61870669,1151100.78,1737125.26,100_1151100_1737100,1000_1151000_1737000,울산광역시 울주군
30354,대곡박물관입구,129.1501006,35.61730727,1149441.55,1736941.99,100_1149400_1736900,1000_1149000_1736000,울산광역시 울주군
30353,대곡박물관입구,129.1501668,35.61742449,1149447.33,1736955.1,100_1149400_1736900,1000_1149000_1736000,울산광역시 울주군
15267,대곡입구,129.0889522,35.66659254,1143814.8,1742317.61,100_1143800_1742300,1000_1143000_1742000,울산광역시 울주군
15268,대곡입구,129.0890571,35.66663936,1143824.21,1742322.96,100_1143800_1742300,1000_1143000_1742000,울산광역시 울주군
21903,대공원,129.2937066,35.5318657,1162621.23,1727692.15,100_1162600_1727600,1000_1162000_1727000,울산광역시 남구
22420,대공원호반베르디움,129.294099,35.51507134,1162690.72,1725829.9,100_1162600_1725800,1000_1162000_1725000,울산광역시 남구
22419,대공원호반베르디움,129.2939044,35.51494229,1162673.33,1725815.27,100_1162600_1725800,1000_1162000_1725000,울산광역시 남구
14304,대동아파트앞,129.3273589,35.63899077,1165451.95,1739631.09,100_1165400_1739600,1000_1165000_1739000,울산광역시 북구
14303,대동아파트앞,129.3272743,35.6387595,1165444.76,1739605.29,100_1165400_1739600,1000_1165000_1739000,울산광역시 북구
14217,대동아파트입구,129.3295198,35.63886356,1165647.88,1739620.61,100_1165600_1739600,1000_1165000_1739000,울산광역시 북구
14216,대동아파트입구,129.3288823,35.63843438,1165591.04,1739571.93,100_1165500_1739500,1000_1165000_1739000,울산광역시 북구
59241,대동종합물류,129.0723067,35.4404318,1142708.49,1717207.62,100_1142700_1717200,1000_1142000_1717000,양산시
59242,대동종합물류,129.0724986,35.44048005,1142725.82,1717213.25,100_1142700_1717200,1000_1142000_1717000,양산시
4620,대룡마을,129.0890752,35.28956201,1144499.28,1700497.94,100_1144400_1700400,1000_1144000_1700000,양산시
4621,대룡마을,129.0893836,35.28954192,1144527.36,1700496.16,100_1144500_1700400,1000_1144000_1700000,양산시
12614,대륙2차현대아파트앞,129.2944875,35.5412972,1162672.99,1728739.62,100_1162600_1728700,1000_1162000_1728000,울산광역시 남구
12613,대륙2차현대아파트앞,129.2944969,35.54115541,1162674.13,1728723.9,100_1162600_1728700,1000_1162000_1728000,울산광역시 남구
15355,대리,129.1086238,35.59278141,1145729.35,1734159.32,100_1145700_1734100,1000_1145000_1734000,울산광역시 울주군
20413,대리,129.2494255,35.5667267,1158537.54,1731486.87,100_1158500_1731400,1000_1158000_1731000,울산광역시 울주군
20426,대리,129.2482106,35.56613907,1158428.58,1731419.73,100_1158400_1731400,1000_1158000_1731000,울산광역시 울주군
20414,대리,129.2494419,35.5659312,1158540.59,1731398.66,100_1158500_1731300,1000_1158000_1731000,울산광역시 울주군
20425,대리,129.2482264,35.56596644,1158430.36,1731400.61,100_1158400_1731400,1000_1158000_1731000,울산광역시 울주군
15356,대리,129.1086192,35.592895,1145728.73,1734171.91,100_1145700_1734100,1000_1145000_1734000,울산광역시 울주군
30438,대리마을,129.1719151,35.66341842,1151330.37,1742090.16,100_1151300_1742000,1000_1151000_1742000,울산광역시 울주군
30437,대리마을,129.172015,35.66348528,1151339.29,1742097.73,100_1151300_1742000,1000_1151000_1742000,울산광역시 울주군
20709,대밀사거리,129.1991745,35.65574627,1153812.65,1741281.47,100_1153800_1741200,1000_1153000_1741000,울산광역시 울주군
20710,대밀사거리,129.1991961,35.65588396,1153814.34,1741296.77,100_1153800_1741200,1000_1153000_1741000,울산광역시 울주군
14514,대방마을,129.3122163,35.61957498,1164120.46,1737451.99,100_1164100_1737400,1000_1164000_1737000,울산광역시 북구
14513,대방마을,129.31195,35.61906735,1164097.38,1737395.24,100_1164000_1737300,1000_1164000_1737000,울산광역시 북구
14505,대방마을입구,129.3113369,35.61586942,1164048.38,1737039.48,100_1164000_1737000,1000_1164000_1737000,울산광역시 북구
14506,대방마을입구,129.3114702,35.61585291,1164060.49,1737037.87,100_1164000_1737000,1000_1164000_1737000,울산광역시 북구
30419,대방아파트,129.1671048,35.54943591,1151109.18,1729439.52,100_1151100_1729400,1000_1151000_1729000,울산광역시 울주군
30420,대방아파트,129.166814,35.54949367,1151082.71,1729445.48,100_1151000_1729400,1000_1151000_1729000,울산광역시 울주군
15945,대밭골,129.2233655,35.4384723,1156424.25,1717219.0,100_1156400_1717200,1000_1156000_1717000,울산광역시 울주군
15944,대밭골,129.2232224,35.4385763,1156411.06,1717230.31,100_1156400_1717200,1000_1156000_1717000,울산광역시 울주군
24443,대복구판장,129.2138988,35.48778069,1155469.96,1722673.39,100_1155400_1722600,1000_1155000_1722000,울산광역시 울주군
24444,대복구판장,129.2139312,35.48794571,1155472.58,1722691.75,100_1155400_1722600,1000_1155000_1722000,울산광역시 울주군
24445,대복입구,129.2168384,35.48479248,1155742.4,1722346.57,100_1155700_1722300,1000_1155000_1722000,울산광역시 울주군
24446,대복입구,129.2165306,35.48493602,1155714.2,1722362.01,100_1155700_1722300,1000_1155000_1722000,울산광역시 울주군
30513,대복입구울산예고,129.217036,35.48410884,1155761.65,1722271.05,100_1155700_1722200,1000_1155000_1722000,울산광역시 울주군
30514,대복입구울산예고,129.2173677,35.48420333,1155791.56,1722282.06,100_1155700_1722200,1000_1155000_1722000,울산광역시 울주군
11107,대산빌라,129.3473044,35.55279441,1167437.54,1730103.44,100_1167400_1730100,1000_1167000_1730000,울산광역시 중구
11106,대산빌라,129.3474512,35.5529132,1167450.6,1730116.86,100_1167400_1730100,1000_1167000_1730000,울산광역시 중구
4542,대석휴먼시아,129.0535786,35.38894267,1141098.27,1711469.69,100_1141000_1711400,1000_1141000_1711000,양산시
4541,대석휴먼시아,129.0533364,35.38900832,1141076.16,1711476.62,100_1141000_1711400,1000_1141000_1711000,양산시
59189,대성,129.0556435,35.39110811,1141282.05,1711712.82,100_1141200_1711700,1000_1141000_1711000,양산시
59190,대성,129.0555306,35.39135711,1141271.36,1711740.27,100_1141200_1711700,1000_1141000_1711000,양산시
23328,대성농수산,129.3530332,35.37050877,1168336.37,1709893.38,100_1168300_1709800,1000_1168000_1709000,울산광역시 울주군
23327,대성농수산,129.3529471,35.3704536,1168328.67,1709887.11,100_1168300_1709800,1000_1168000_1709000,울산광역시 울주군
61112,대성빌라,129.4278623,35.48644761,1174884.02,1722883.77,100_1174800_1722800,1000_1174000_1722000,울산광역시 동구
61111,대성빌라,129.4280296,35.48653419,1174899.01,1722893.67,100_1174800_1722800,1000_1174000_1722000,울산광역시 동구
70606,대송동행정복지센터,129.419069,35.50255461,1174051.49,1724654.89,100_1174000_1724600,1000_1174000_1724000,울산광역시 동구
70605,대송동행정복지센터,129.4190079,35.50276983,1174045.48,1724678.66,100_1174000_1724600,1000_1174000_1724000,울산광역시 동구
23353,대송마을회관,129.3555316,35.36100933,1168583.12,1708843.93,100_1168500_1708800,1000_1168000_1708000,울산광역시 울주군
23352,대송마을회관,129.3556332,35.36091049,1168592.56,1708833.14,100_1168500_1708800,1000_1168000_1708000,울산광역시 울주군
60805,대송중학교,129.4201033,35.50394413,1174142.31,1724810.85,100_1174100_1724800,1000_1174000_1724000,울산광역시 동구
60806,대송중학교,129.4200137,35.50372834,1174134.65,1724786.76,100_1174100_1724700,1000_1174000_1724000,울산광역시 동구
21302,"대신,녹동",129.2873666,35.64908179,1161810.24,1740683.85,100_1161800_1740600,1000_1161000_1740000,울산광역시 울주군
21301,"대신,녹동",129.2872187,35.64904944,1161796.91,1740680.02,100_1161700_1740600,1000_1161000_1740000,울산광역시 울주군
25909,대신강업,129.367066,35.57145155,1169189.68,1732206.77,100_1169100_1732200,1000_1169000_1732000,울산광역시 북구
25910,대신강업,129.3656449,35.5716011,1169060.57,1732220.91,100_1169000_1732200,1000_1169000_1732000,울산광역시 북구
21305,대신회관,129.2873138,35.64305729,1161817.61,1740015.5,100_1161800_1740000,1000_1161000_1740000,울산광역시 울주군
21306,대신회관,129.2876978,35.64357603,1161851.33,1740073.67,100_1161800_1740000,1000_1161000_1740000,울산광역시 울주군
14002,대안(기점),129.4225265,35.648095,1174049.84,1740805.38,100_1174000_1740800,1000_1174000_1740000,울산광역시 북구
14001,대안(종점),129.422572,35.64808021,1174053.99,1740803.82,100_1174000_1740800,1000_1174000_1740000,울산광역시 북구
31519,대안사거리,129.2826361,35.41431841,1161852.95,1714635.29,100_1161800_1714600,1000_1161000_1714000,울산광역시 울주군
31520,대안사거리,129.282985,35.41437297,1161884.52,1714641.91,100_1161800_1714600,1000_1161000_1714000,울산광역시 울주군
14011,대안입구,129.4396961,35.63969201,1175622.82,1739903.79,100_1175600_1739900,1000_1175000_1739000,울산광역시 북구
26306,대안입구,129.4403473,35.64000615,1175681.1,1739939.8,100_1175600_1739900,1000_1175000_1739000,울산광역시 북구
26305,대안입구,129.4401566,35.63998794,1175663.87,1739937.44,100_1175600_1739900,1000_1175000_1739000,울산광역시 북구
14012,대안입구,129.439667,35.63981214,1175619.92,1739917.07,100_1175600_1739900,1000_1175000_1739000,울산광역시 북구
14016,대안입구(기점),129.4406234,35.639737,1175706.69,1739910.44,100_1175700_1739900,1000_1175000_1739000,울산광역시 북구
14015,대안입구(종점),129.440827,35.63964972,1175725.32,1739901.12,100_1175700_1739900,1000_1175000_1739000,울산광역시 북구
31536,대안현대아파트앞,129.2850586,35.41223788,1162077.09,1714408.48,100_1162000_1714400,1000_1162000_1714000,울산광역시 울주군
31535,대안현대아파트앞,129.284874,35.41207608,1162060.65,1714390.23,100_1162000_1714300,1000_1162000_1714000,울산광역시 울주군
61016,대왕암공원,129.4359918,35.49007834,1175613.67,1723300.95,100_1175600_1723300,1000_1175000_1723000,울산광역시 동구
61015,대왕암공원,129.4358602,35.48913772,1175603.78,1723196.38,100_1175600_1723100,1000_1175000_1723000,울산광역시 동구
61012,대왕암공원입구,129.4279338,35.49220332,1174878.03,1723522.35,100_1174800_1723500,1000_1174000_1723000,울산광역시 동구
61011,대왕암공원입구,129.4272219,35.49246364,1174812.89,1723549.96,100_1174800_1723500,1000_1174000_1723000,울산광역시 동구
24235,대왕암공원입구,129.4262814,35.49193024,1174728.72,1723489.13,100_1174700_1723400,1000_1174000_1723000,울산광역시 동구
24236,대왕암공원입구,129.4264076,35.4915373,1174741.02,1723445.77,100_1174700_1723400,1000_1174000_1723000,울산광역시 동구
59187,대우마리나입구,129.0512518,35.38561403,1140892.72,1711097.17,100_1140800_1711000,1000_1140000_1711000,양산시
59186,대우마리나입구,129.0511233,35.3859305,1140880.5,1711132.09,100_1140800_1711100,1000_1140000_1711000,양산시
77824,대우아파트,129.2868475,35.40688098,1162250.27,1713817.22,100_1162200_1713800,1000_1162000_1713000,울산광역시 울주군
77823,대우아파트,129.2869418,35.40754987,1162257.49,1713891.57,100_1162200_1713800,1000_1162000_1713000,울산광역시 울주군
63308,대우푸르지오아파트,129.3420158,35.54616318,1166971.89,1729358.89,100_1166900_1729300,1000_1166000_1729000,울산광역시 남구
63305,대우푸르지오아파트,129.3420272,35.54604991,1166973.16,1729346.34,100_1166900_1729300,1000_1166000_1729000,울산광역시 남구
77801,대운산,129.2449265,35.39523081,1158466.15,1712456.98,100_1158400_1712400,1000_1158000_1712000,울산광역시 울주군
77802,대운산,129.2450221,35.39509602,1158475.1,1712442.18,100_1158400_1712400,1000_1158000_1712000,울산광역시 울주군
77812,대운산제2주차장,129.2553837,35.40074876,1159405.06,1713085.84,100_1159400_1713000,1000_1159000_1713000,울산광역시 울주군
77811,대운산제2주차장,129.25525,35.40088868,1159392.64,1713101.15,100_1159300_1713100,1000_1159000_1713000,울산광역시 울주군
30124,대원그린아파트,129.1048769,35.53237488,1145499.06,1727453.44,100_1145400_1727400,1000_1145000_1727000,울산광역시 울주군
30123,대원그린아파트,129.1048862,35.5326126,1145499.48,1727479.82,100_1145400_1727400,1000_1145000_1727000,울산광역시 울주군
61407,대원정밀,129.3536936,35.65563664,1167801.77,1741522.21,100_1167800_1741500,1000_1167000_1741000,울산광역시 북구
30319,대정,129.1582779,35.63502605,1150149.05,1738919.87,100_1150100_1738900,1000_1150000_1738000,울산광역시 울주군
30320,대정,129.1583982,35.63510258,1150159.8,1738928.54,100_1150100_1738900,1000_1150000_1738000,울산광역시 울주군
30522,대진,129.2057094,35.45587463,1154788.17,1719121.46,100_1154700_1719100,1000_1154000_1719000,울산광역시 울주군
30521,대진,129.2055141,35.45631487,1154769.6,1719169.99,100_1154700_1719100,1000_1154000_1719000,울산광역시 울주군
40126,대한유화앞,129.3340824,35.45183909,1166447.23,1718882.66,100_1166400_1718800,1000_1166000_1718000,울산광역시 울주군
40125,대한유화앞,129.3338565,35.45192571,1166426.55,1718891.89,100_1166400_1718800,1000_1166000_1718000,울산광역시 울주군
70804,"대한의원,하늘샘교회",129.4201711,35.49090374,1174176.62,1723364.46,100_1174100_1723300,1000_1174000_1723000,울산광역시 동구
70803,"대한의원,하늘샘교회",129.4202675,35.49085309,1174185.47,1723359.01,100_1174100_1723300,1000_1174000_1723000,울산광역시 동구
3052,대현3리A지구,129.0554221,35.66940275,1140774.84,1742580.75,100_1140700_1742500,1000_1140000_1742000,경주시
3048,대현3리A지구 외항,129.0645996,35.65430523,1141632.19,1740919.3,100_1141600_1740900,1000_1141000_1740000,경주시
3049,대현3리A지구 외항,129.0647049,35.65438259,1141641.59,1740928.03,100_1141600_1740900,1000_1141000_1740000,경주시
3050,대현3리B지구,129.0589135,35.6640933,1141100.2,1741996.83,100_1141100_1741900,1000_1141000_1741000,경주시
3051,대현3리B지구,129.0591998,35.66372711,1141126.76,1741956.62,100_1141100_1741900,1000_1141000_1741000,경주시
3053,대현3리C지구,129.0554367,35.66920716,1140776.5,1742559.08,100_1140700_1742500,1000_1140000_1742000,경주시
31209,대현동행정복지센터,129.3275339,35.52664167,1165699.17,1727169.02,100_1165600_1727100,1000_1165000_1727000,울산광역시 남구
30356,대현마을회관,129.1542528,35.6169356,1149818.32,1736907.08,100_1149800_1736900,1000_1149000_1736000,울산광역시 울주군
30355,대현마을회관,129.1542152,35.61703576,1149814.73,1736918.14,100_1149800_1736900,1000_1149000_1736000,울산광역시 울주군
23707,대현중학교,129.3354516,35.54306324,1166383.21,1729003.92,100_1166300_1729000,1000_1166000_1729000,울산광역시 남구
23708,대현중학교,129.3356923,35.54304039,1166405.08,1729001.79,100_1166400_1729000,1000_1166000_1729000,울산광역시 남구
31210,대현초등학교앞,129.325834,35.52693756,1165544.42,1727198.99,100_1165500_1727100,1000_1165000_1727000,울산광역시 남구
59317,"덕계동하이마트,시외버스정류소",129.1533031,35.37424265,1150183.46,1709986.02,100_1150100_1709900,1000_1150000_1709000,양산시
30566,덕계마을(덕계다리),129.1541439,35.37715587,1150254.44,1710310.43,100_1150200_1710300,1000_1150000_1710000,양산시
30565,덕계마을(덕계다리),129.1540458,35.37736854,1150245.13,1710333.87,100_1150200_1710300,1000_1150000_1710000,양산시
59319,덕계마을회관,129.1555823,35.37825579,1150383.07,1710434.62,100_1150300_1710400,1000_1150000_1710000,양산시
30569,덕계메가마트,129.1496893,35.37292441,1149857.59,1709834.32,100_1149800_1709800,1000_1149000_1709000,양산시
30570,덕계메가마트,129.1502533,35.37326603,1149908.2,1709873.07,100_1149900_1709800,1000_1149000_1709000,양산시
30568,덕계사거리,129.1517185,35.37466215,1150038.73,1710030.15,100_1150000_1710000,1000_1150000_1710000,양산시
59316,덕계사거리,129.1517233,35.37388581,1150040.6,1709944.04,100_1150000_1709900,1000_1150000_1709000,양산시
30567,덕계사거리,129.151902,35.37511015,1150054.57,1710080.12,100_1150000_1710000,1000_1150000_1710000,양산시
30500,덕계상설시장,129.1478709,35.36967181,1149698.4,1709470.8,100_1149600_1709400,1000_1149000_1709000,양산시
30572,덕계상설시장,129.148321,35.3701819,1149738.35,1709528.06,100_1149700_1709500,1000_1149000_1709000,양산시
41291,덕산,129.1686201,35.47107834,1151393.6,1720750.35,100_1151300_1720700,1000_1151000_1720000,울산광역시 울주군
41286,덕산,129.1686255,35.47095176,1151394.33,1720736.32,100_1151300_1720700,1000_1151000_1720000,울산광역시 울주군
77713,덕신대교,129.3058167,35.4289656,1163928.15,1716298.2,100_1163900_1716200,1000_1163000_1716000,울산광역시 울주군
77714,덕신대교,129.3059939,35.42882219,1163944.53,1716282.58,100_1163900_1716200,1000_1163000_1716000,울산광역시 울주군
77716,덕신대교,129.3069201,35.42953488,1164027.17,1716363.17,100_1164000_1716300,1000_1164000_1716000,울산광역시 울주군
77715,덕신대교,129.3069364,35.42982354,1164028.07,1716395.22,100_1164000_1716300,1000_1164000_1716000,울산광역시 울주군
77720,덕신소공원,129.3111532,35.43287196,1164404.7,1716740.37,100_1164400_1716700,1000_1164000_1716000,울산광역시 울주군
77719,덕신소공원,129.311559,35.43355082,1164440.16,1716816.34,100_1164400_1716800,1000_1164000_1716000,울산광역시 울주군
31510,덕신입구,129.284711,35.43959607,1161990.71,1717442.53,100_1161900_1717400,1000_1161000_1717000,울산광역시 울주군
31509,덕신입구,129.2836789,35.43785576,1161900.51,1717247.8,100_1161900_1717200,1000_1161000_1717000,울산광역시 울주군
22305,덕신초등학교앞,129.3059132,35.4347568,1163925.17,1716940.73,100_1163900_1716900,1000_1163000_1716000,울산광역시 울주군
22306,덕신초등학교앞,129.3060657,35.43510442,1163938.31,1716979.54,100_1163900_1716900,1000_1163000_1716000,울산광역시 울주군
25902,덕양산업,129.3630329,35.57964711,1168806.96,1733108.94,100_1168800_1733100,1000_1168000_1733000,울산광역시 북구
25901,덕양산업,129.3627714,35.58011832,1168782.28,1733160.76,100_1168700_1733100,1000_1168000_1733000,울산광역시 북구
22106,덕정마을,129.298647,35.48560165,1163162.79,1722568.54,100_1163100_1722500,1000_1163000_1722000,울산광역시 울주군
