stop_id,stop_name,lon,lat,utmk_x,utmk_y,cell_100,cell_1000,zone
40117,(구)세인고등학교,129.3256283,35.46724558,1165648.31,1720577.38,100_1165600_1720500,1000_1165000_1720000,울산광역시 울주군
40118,(구)세인고등학교,129.3247411,35.46749904,1165567.28,1720604.01,100_1165500_1720600,1000_1165000_1720000,울산광역시 울주군
30455,(주)SLT,129.1456345,35.56458241,1149134.83,1731086.87,100_1149100_1731000,1000_1149000_1731000,울산광역시 울주군
40121,(주)TCT제2공장,129.333938,35.46128879,1166414.65,1719930.61,100_1166400_1719900,1000_1166000_1719000,울산광역시 울주군
40122,(주)TCT제2공장,129.3341578,35.46103197,1166435.13,1719902.5,100_1166400_1719900,1000_1166000_1719000,울산광역시 울주군
30453,(주)동영코엘스,129.1446301,35.56120824,1149050.05,1730711.08,100_1149000_1730700,1000_1149000_1730000,울산광역시 울주군
30451,(주)로파,129.1511169,35.55697115,1149645.86,1730250.94,100_1149600_1730200,1000_1149000_1730000,울산광역시 울주군
15880,(주)일성,129.3380171,35.42262518,1166864.65,1715648.81,100_1166800_1715600,1000_1166000_1715000,울산광역시 울주군
15879,(주)일성,129.3382505,35.42247289,1166886.15,1715632.31,100_1166800_1715600,1000_1166000_1715000,울산광역시 울주군
30457,(주)탑아이엔디,129.1535549,35.56064753,1149860.0,1730662.43,100_1149800_1730600,1000_1149000_1730000,울산광역시 울주군
15886,(주)티씨티,129.3416182,35.41088471,1167215.88,1714352.61,100_1167200_1714300,1000_1167000_1714000,울산광역시 울주군
15885,(주)티씨티,129.3417415,35.4110373,1167226.76,1714369.74,100_1167200_1714300,1000_1167000_1714000,울산광역시 울주군
66419,23-6번지,129.0825252,35.50958869,1143513.04,1724893.23,100_1143500_1724800,1000_1143000_1724000,울산광역시 울주군
63112,E편한세상,129.3032133,35.55873925,1163428.67,1730688.8,100_1163400_1730600,1000_1163000_1730000,울산광역시 중구
63110,E편한세상,129.3040535,35.55896637,1163504.36,1730715.39,100_1163500_1730700,1000_1163000_1730000,울산광역시 중구
23543,FCC삼거리,129.3576973,35.4904568,1168509.96,1723206.36,100_1168500_1723200,1000_1168000_1723000,울산광역시 남구
23544,FCC삼거리,129.3575246,35.49049936,1168494.2,1723210.79,100_1168400_1723200,1000_1168000_1723000,울산광역시 남구
57178,"GS마트,부산카톨릭대",129.0929175,35.24056975,1144935.95,1695069.54,100_1144900_1695000,1000_1144000_1695000,부산광역시
59166,GS물류센터,129.0450952,35.3296283,1140430.43,1704878.69,100_1140400_1704800,1000_1140000_1704000,양산시
59167,GS물류센터,129.0453744,35.32976155,1140455.58,1704893.87,100_1140400_1704800,1000_1140000_1704000,양산시
72102,G마트,129.3110363,35.57749876,1164099.49,1732782.71,100_1164000_1732700,1000_1164000_1732000,울산광역시 중구
72103,G마트,129.310879,35.57748997,1164085.25,1732781.47,100_1164000_1732700,1000_1164000_1732000,울산광역시 중구
40523,KBS방송국앞,129.3250739,35.54373298,1165440.99,1729060.74,100_1165400_1729000,1000_1165000_1729000,울산광역시 남구
40524,KBS방송국앞/울산병원,129.3251689,35.54475218,1165447.51,1729173.95,100_1165400_1729100,1000_1165000_1729000,울산광역시 남구
30363,KCC산업단지입구,129.1952932,35.70345142,1153369.93,1746567.06,100_1153300_1746500,1000_1153000_1746000,울산광역시 울주군
11411,KCC스위첸,129.3399541,35.58119489,1166712.38,1733241.3,100_1166700_1733200,1000_1166000_1733000,울산광역시 중구
11410,KCC스위첸,129.34016,35.58104144,1166731.36,1733224.62,100_1166700_1733200,1000_1166000_1733000,울산광역시 중구
24249,KCC울산공장,129.3979877,35.51882729,1172104.53,1726422.94,100_1172100_1726400,1000_1172000_1726000,울산광역시 동구
24250,KCC울산공장,129.3977711,35.51872328,1172085.11,1726411.03,100_1172000_1726400,1000_1172000_1726000,울산광역시 동구
11713,KCC인테리어,129.3233746,35.57938178,1165213.72,1733012.22,100_1165200_1733000,1000_1165000_1733000,울산광역시 중구
11712,KCC인테리어,129.3232384,35.57946166,1165201.22,1733020.85,100_1165200_1733000,1000_1165000_1733000,울산광역시 중구
15852,KG케미칼,129.3514905,35.4327474,1168066.93,1716794.43,100_1168000_1716700,1000_1168000_1716000,울산광역시 울주군
15851,KG케미칼,129.3512224,35.4323129,1168043.5,1716745.78,100_1168000_1716700,1000_1168000_1716000,울산광역시 울주군
15413,"KTX울산역(3000, 3100)",129.1388408,35.55064862,1148544.81,1729531.05,100_1148500_1729500,1000_1148000_1729000,울산광역시 울주군
15860,LG온산공장,129.3332721,35.42817934,1166422.39,1716256.89,100_1166400_1716200,1000_1166000_1716000,울산광역시 울주군
15859,LG온산공장,129.3330496,35.42838638,1166401.76,1716279.48,100_1166400_1716200,1000_1166000_1716000,울산광역시 울주군
25702,LG진로아파트,129.3660891,35.5858688,1169070.83,1733804.34,100_1169000_1733800,1000_1169000_1733000,울산광역시 북구
25701,LG진로아파트,129.3658864,35.5856997,1169052.82,1733785.23,100_1169000_1733700,1000_1169000_1733000,울산광역시 북구
30963,"LH2단지,호반베르디움",129.2927472,35.55956058,1162478.34,1730762.59,100_1162400_1730700,1000_1162000_1730000,울산광역시 중구
30962,"LH2단지,호반베르디움",129.2929674,35.56054311,1162496.32,1730871.94,100_1162400_1730800,1000_1162000_1730000,울산광역시 중구
30964,"LH2단지,호반베르디움",129.2924236,35.56097153,1162446.17,1730918.57,100_1162400_1730900,1000_1162000_1730000,울산광역시 중구
77708,LS사택,129.3129686,35.43064821,1164574.03,1716496.73,100_1164500_1716400,1000_1164000_1716000,울산광역시 울주군
77709,LS사택,129.3127653,35.43059678,1164555.68,1716490.68,100_1164500_1716400,1000_1164000_1716000,울산광역시 울주군
22319,LX하우시스,129.2914939,35.45414161,1162577.17,1719067.11,100_1162500_1719000,1000_1162000_1719000,울산광역시 울주군
22318,LX하우시스,129.2913745,35.45402477,1162566.57,1719053.95,100_1162500_1719000,1000_1162000_1719000,울산광역시 울주군
11506,MBC앞,129.33224,35.56033316,1166056.41,1730914.17,100_1166000_1730900,1000_1166000_1730000,울산광역시 중구
15865,S-oil동문입구,129.3503702,35.44257172,1167944.81,1717882.27,100_1167900_1717800,1000_1167000_1717000,울산광역시 울주군
15866,S-oil동문입구,129.3506392,35.44259239,1167969.19,1717885.02,100_1167900_1717800,1000_1167000_1717000,울산광역시 울주군
40127,S-oil정문,129.3343787,35.44659771,1166484.92,1718301.77,100_1166400_1718300,1000_1166000_1718000,울산광역시 울주군
40128,S-oil정문,129.3350335,35.44639356,1166544.78,1718280.23,100_1166500_1718200,1000_1166000_1718000,울산광역시 울주군
15832,S-oil후문,129.3461066,35.45011306,1167542.16,1718711.54,100_1167500_1718700,1000_1167000_1718000,울산광역시 울주군
15831,S-oil후문,129.3458341,35.45013277,1167517.38,1718713.27,100_1167500_1718700,1000_1167000_1718000,울산광역시 울주군
25912,SJG세종,129.3675712,35.56945026,1169239.68,1731985.64,100_1169200_1731900,1000_1169000_1731000,울산광역시 북구
25911,SJG세종,129.3673599,35.56943639,1169220.56,1731983.74,100_1169200_1731900,1000_1169000_1731000,울산광역시 북구
23537,SKC앞,129.3618441,35.49229305,1168882.31,1723417.14,100_1168800_1723400,1000_1168000_1723000,울산광역시 남구
23538,SKC앞,129.3617827,35.4921701,1168877.0,1723403.4,100_1168800_1723400,1000_1168000_1723000,울산광역시 남구
40358,SK공장앞,129.3106032,35.50275342,1164212.59,1724490.92,100_1164200_1724400,1000_1164000_1724000,울산광역시 남구
40357,SK공장앞,129.3116985,35.50282867,1164311.78,1724501.09,100_1164300_1724500,1000_1164000_1724000,울산광역시 남구
74501,SK스포츠센터앞,129.3302279,35.52276706,1165951.44,1726743.77,100_1165900_1726700,1000_1165000_1726000,울산광역시 남구
74502,SK스포츠센터앞,129.3302808,35.52290069,1165955.96,1726758.68,100_1165900_1726700,1000_1165000_1726000,울산광역시 남구
23532,SK에너지앞,129.3809381,35.49363454,1170611.63,1723598.8,100_1170600_1723500,1000_1170000_1723000,울산광역시 남구
23531,SK에너지앞,129.381053,35.49369552,1170621.93,1723605.77,100_1170600_1723600,1000_1170000_1723000,울산광역시 남구
31525,SK옹기마을 셀프주유소 앞,129.281308,35.43415601,1161692.69,1716833.54,100_1161600_1716800,1000_1161000_1716000,울산광역시 울주군
23504,SK정문앞,129.344484,35.50995668,1167270.8,1725346.88,100_1167200_1725300,1000_1167000_1725000,울산광역시 남구
23503,SK정문앞,129.344225,35.51004845,1167247.12,1725356.62,100_1167200_1725300,1000_1167000_1725000,울산광역시 남구
23520,SK케미칼앞,129.3583045,35.46916849,1168609.51,1720846.01,100_1168600_1720800,1000_1168000_1720000,울산광역시 남구
23519,SK케미칼앞,129.359583,35.46906596,1168725.74,1720836.82,100_1168700_1720800,1000_1168000_1720000,울산광역시 남구
23546,SK후문앞,129.3423344,35.50260505,1167091.08,1724527.76,100_1167000_1724500,1000_1167000_1724000,울산광역시 남구
23505,SK후문앞,129.3410071,35.50258697,1166970.72,1724523.51,100_1166900_1724500,1000_1166000_1724000,울산광역시 남구
23506,SK후문앞,129.3422837,35.50501005,1167081.49,1724794.45,100_1167000_1724700,1000_1167000_1724000,울산광역시 남구
71427,U스타시티 일동미라주,129.3538233,35.65229968,1167820.5,1741152.27,100_1167800_1741100,1000_1167000_1741000,울산광역시 북구
71428,U스타시티일동미라주,129.3537876,35.65270601,1167816.41,1741197.28,100_1167800_1741100,1000_1167000_1741000,울산광역시 북구
14520,가대구회관앞,129.3116805,35.60913461,1164093.26,1736292.99,100_1164000_1736200,1000_1164000_1736000,울산광역시 중구
14519,가대구회관앞,129.3115291,35.60911184,1164079.59,1736290.21,100_1164000_1736200,1000_1164000_1736000,울산광역시 북구
14517,가대입구,129.3115642,35.6110984,1164078.71,1736510.63,100_1164000_1736500,1000_1164000_1736000,울산광역시 북구
14518,가대입구,129.3116909,35.61100919,1164090.37,1736500.95,100_1164000_1736500,1000_1164000_1736000,울산광역시 북구
14521,가대회관앞,129.3141912,35.60445948,1164330.26,1735778.59,100_1164300_1735700,1000_1164000_1735000,울산광역시 중구
14522,가대회관앞,129.3138983,35.60475877,1164303.11,1735811.3,100_1164300_1735800,1000_1164000_1735000,울산광역시 북구
40353,가압장입구,129.323904,35.5086919,1165406.85,1725171.87,100_1165400_1725100,1000_1165000_1725000,울산광역시 남구
40354,가압장입구,129.3238207,35.50834238,1165400.01,1725132.96,100_1165400_1725100,1000_1165000_1725000,울산광역시 남구
11102,가온고,129.3436305,35.55328491,1167103.49,1730151.61,100_1167100_1730100,1000_1167000_1730000,울산광역시 중구
11101,가온고,129.3435882,35.55315958,1167099.91,1730137.63,100_1167000_1730100,1000_1167000_1730000,울산광역시 중구
30303,가정마을,129.1940375,35.69401313,1153274.39,1745518.16,100_1153200_1745500,1000_1153000_1745000,울산광역시 울주군
30304,가정마을,129.1938269,35.69187018,1153259.43,1745280.13,100_1153200_1745200,1000_1153000_1745000,울산광역시 울주군
30235,가지산온천,129.0490486,35.62080745,1140282.9,1737181.39,100_1140200_1737100,1000_1140000_1737000,울산광역시 울주군
30158,가천,129.0960355,35.52284318,1144714.55,1726383.16,100_1144700_1726300,1000_1144000_1726000,울산광역시 울주군
30157,가천,129.0957649,35.52272313,1144690.22,1726369.45,100_1144600_1726300,1000_1144000_1726000,울산광역시 울주군
30149,가천회관,129.0906008,35.53184403,1144205.62,1727373.57,100_1144200_1727300,1000_1144000_1727000,울산광역시 울주군
30148,가천회관,129.0906121,35.53164906,1144207.0,1727351.96,100_1144200_1727300,1000_1144000_1727000,울산광역시 울주군
15324,간월사앞,129.0747782,35.55485151,1142730.23,1729902.52,100_1142700_1729900,1000_1142000_1729000,울산광역시 울주군
15393,간월사앞,129.0748271,35.55466924,1142734.98,1729882.38,100_1142700_1729800,1000_1142000_1729000,울산광역시 울주군
15321,간월입구,129.0725844,35.55716742,1142527.27,1730156.23,100_1142500_1730100,1000_1142000_1730000,울산광역시 울주군
15322,간월입구,129.0728214,35.55713549,1142548.81,1730153.03,100_1142500_1730100,1000_1142000_1730000,울산광역시 울주군
23313,간절곶,129.3552643,35.35942564,1168562.13,1708667.81,100_1168500_1708600,1000_1168000_1708000,울산광역시 울주군
23314,간절곶,129.3552893,35.35979625,1168563.63,1708708.96,100_1168500_1708700,1000_1168000_1708000,울산광역시 울주군
23332,간절곶공영주차장,129.3566238,35.36390661,1168676.34,1709167.16,100_1168600_1709100,1000_1168000_1709000,울산광역시 울주군
23331,간절곶공영주차장,129.3565739,35.36378694,1168672.05,1709153.8,100_1168600_1709100,1000_1168000_1709000,울산광역시 울주군
23355,간절곶회센터,129.357767,35.36393026,1168780.16,1709171.74,100_1168700_1709100,1000_1168000_1709000,울산광역시 울주군
23354,간절곶회센터,129.357784,35.36396795,1168781.63,1709175.95,100_1168700_1709100,1000_1168000_1709000,울산광역시 울주군
15116,갈전,129.1247986,35.61743932,1147149.63,1736918.49,100_1147100_1736900,1000_1147000_1736000,울산광역시 울주군
15115,갈전,129.1246343,35.61751021,1147134.62,1736926.11,100_1147100_1736900,1000_1147000_1736000,울산광역시 울주군
22408,갈티마을입구,129.2731509,35.52730095,1160766.52,1727152.08,100_1160700_1727100,1000_1160000_1727000,울산광역시 남구
22407,갈티마을입구,129.2731054,35.52705626,1160762.89,1727124.87,100_1160700_1727100,1000_1160000_1727000,울산광역시 남구
22411,갈현마을회관,129.2890292,35.52352858,1162213.91,1726759.66,100_1162200_1726700,1000_1162000_1726000,울산광역시 남구
22412,갈현마을회관,129.288066,35.52462487,1162124.36,1726879.68,100_1162100_1726800,1000_1162000_1726000,울산광역시 남구
59255,감림산기도원입구,129.0784438,35.45901516,1143232.62,1719277.74,100_1143200_1719200,1000_1143000_1719000,양산시
59256,감림산기도원입구,129.0788258,35.45917857,1143266.99,1719296.42,100_1143200_1719200,1000_1143000_1719000,양산시
77405,감시국사택,129.2953601,35.35553808,1163126.68,1708136.21,100_1163100_1708100,1000_1163000_1708000,울산광역시 울주군
77406,감시국사택,129.2955077,35.35542867,1163140.31,1708124.32,100_1163100_1708100,1000_1163000_1708000,울산광역시 울주군
63508,강남고등학교,129.3186668,35.54679697,1164853.86,1729389.87,100_1164800_1729300,1000_1164000_1729000,울산광역시 남구
63507,강남고등학교,129.3186878,35.54694362,1164855.46,1729406.17,100_1164800_1729400,1000_1164000_1729000,울산광역시 남구
40410,강남초등학교,129.3205483,35.5358198,1165046.92,1728175.38,100_1165000_1728100,1000_1165000_1728000,울산광역시 남구
40409,강남초등학교,129.319787,35.53527903,1164979.01,1728114.12,100_1164900_1728100,1000_1164000_1728000,울산광역시 남구
75303,강남파크,129.3153678,35.51668308,1164616.31,1726043.99,100_1164600_1726000,1000_1164000_1726000,울산광역시 남구
31627,강당경로당,129.0936868,35.52440601,1144498.77,1726553.07,100_1144400_1726500,1000_1144000_1726000,울산광역시 울주군
31626,강당경로당,129.0936589,35.52449886,1144496.07,1726563.33,100_1144400_1726500,1000_1144000_1726000,울산광역시 울주군
31625,강당회관,129.0946874,35.52410028,1144590.05,1726520.62,100_1144500_1726500,1000_1144000_1726000,울산광역시 울주군
31624,강당회관,129.0947152,35.52421243,1144592.37,1726533.1,100_1144500_1726500,1000_1144000_1726000,울산광역시 울주군
26320,강동동행정복지센터,129.4455283,35.61325548,1176208.97,1736981.67,100_1176200_1736900,1000_1176000_1736000,울산광역시 북구
26319,강동동행정복지센터,129.4455696,35.61346985,1176212.24,1737005.52,100_1176200_1737000,1000_1176000_1737000,울산광역시 북구
26371,강동서희스타힐스,129.4376272,35.63635185,1175442.78,1739529.58,100_1175400_1739500,1000_1175000_1739000,울산광역시 북구
26372,강동서희스타힐스,129.4377484,35.63643275,1175453.58,1739538.77,100_1175400_1739500,1000_1175000_1739000,울산광역시 북구
26356,강동중학교,129.437665,35.6285873,1175463.18,1738668.34,100_1175400_1738600,1000_1175000_1738000,울산광역시 북구
26355,강동중학교,129.4373625,35.62896219,1175434.96,1738709.38,100_1175400_1738700,1000_1175000_1738000,울산광역시 북구
26367,강동초등학교,129.437008,35.63190882,1175396.42,1739035.62,100_1175300_1739000,1000_1175000_1739000,울산광역시 북구
26366,강동초등학교,129.4372445,35.63174523,1175418.19,1739017.89,100_1175400_1739000,1000_1175000_1739000,울산광역시 북구
27902,강동해수탕앞,129.4504566,35.6135391,1176654.76,1737021.97,100_1176600_1737000,1000_1176000_1737000,울산광역시 북구
27901,강동해수탕앞,129.4509066,35.61331588,1176696.01,1736998.02,100_1176600_1736900,1000_1176000_1736000,울산광역시 북구
21609,강변공영주차장,129.3207467,35.552359,1165031.01,1730010.32,100_1165000_1730000,1000_1165000_1730000,울산광역시 중구
76001,강변그린빌,129.2633472,35.55707799,1159818.45,1730439.11,100_1159800_1730400,1000_1159000_1730000,울산광역시 남구
76003,강변그린빌(종점),129.2633859,35.55712799,1159821.86,1730444.72,100_1159800_1730400,1000_1159000_1730000,울산광역시 울주군
31712,강변벽산아파트앞,129.3399763,35.54554292,1166788.28,1729286.63,100_1166700_1729200,1000_1166000_1729000,울산광역시 남구
31711,강변벽산아파트앞,129.3396453,35.5449638,1166759.47,1729221.83,100_1166700_1729200,1000_1166000_1729000,울산광역시 남구
11104,강변이편한세상,129.3477622,35.55443503,1167475.63,1730286.2,100_1167400_1730200,1000_1167000_1730000,울산광역시 중구
11105,강변이편한세상,129.346563,35.55466941,1167366.44,1730310.16,100_1167300_1730300,1000_1167000_1730000,울산광역시 중구
14804,강변효성해링턴,129.3534725,35.55689131,1167988.12,1730568.39,100_1167900_1730500,1000_1167000_1730000,울산광역시 북구
67237,강양,129.3450879,35.39174588,1167570.57,1712235.55,100_1167500_1712200,1000_1167000_1712000,울산광역시 울주군
67231,강양입구,129.3353183,35.39651412,1166673.38,1712747.95,100_1166600_1712700,1000_1166000_1712000,울산광역시 울주군
67232,강양입구,129.3354218,35.39664709,1166682.51,1712762.87,100_1166600_1712700,1000_1166000_1712000,울산광역시 울주군
63111,강원마트,129.3139792,35.55632279,1164409.44,1730438.68,100_1164400_1730400,1000_1164000_1730000,울산광역시 중구
15121,개말,129.1354473,35.60293181,1148140.86,1735325.27,100_1148100_1735300,1000_1148000_1735000,울산광역시 울주군
15122,개말,129.1355808,35.60298836,1148152.85,1735331.74,100_1148100_1735300,1000_1148000_1735000,울산광역시 울주군
15828,개산,129.2933654,35.493866,1162666.96,1723476.53,100_1162600_1723400,1000_1162000_1723000,울산광역시 울주군
15827,개산,129.2932089,35.49383056,1162652.83,1723472.34,100_1162600_1723400,1000_1162000_1723000,울산광역시 울주군
15826,개산교앞,129.2918128,35.49569082,1162522.44,1723676.38,100_1162500_1723600,1000_1162000_1723000,울산광역시 울주군
15825,개산교앞,129.2918009,35.49531124,1162522.12,1723634.26,100_1162500_1723600,1000_1162000_1723000,울산광역시 울주군
15830,개산입구,129.3018803,35.48997866,1163447.26,1723059.41,100_1163400_1723000,1000_1163000_1723000,울산광역시 울주군
15829,개산입구,129.3018852,35.48986194,1163447.94,1723046.47,100_1163400_1723000,1000_1163000_1723000,울산광역시 울주군
30545,개운중.효암고,129.1690761,35.41317975,1151543.5,1714328.95,100_1151500_1714300,1000_1151000_1714000,양산시
30546,개운중.효암고,129.1688978,35.41279476,1151528.03,1714285.97,100_1151500_1714200,1000_1151000_1714000,양산시
75406,개운초등학교입구,129.3111635,35.51410716,1164240.28,1725751.25,100_1164200_1725700,1000_1164000_1725000,울산광역시 남구
75405,개운초등학교입구,129.3112664,35.51409203,1164249.64,1725749.74,100_1164200_1725700,1000_1164000_1725000,울산광역시 남구
23516,개운포 경상좌수영성,129.3464653,35.4772596,1167518.39,1721723.35,100_1167500_1721700,1000_1167000_1721000,울산광역시 남구
23515,개운포 경상좌수영성,129.346362,35.47673561,1167510.11,1721665.05,100_1167500_1721600,1000_1167000_1721000,울산광역시 남구
40427,개운포역,129.3214356,35.50775634,1165184.89,1725063.95,100_1165100_1725000,1000_1165000_1725000,울산광역시 남구
40426,개운포역,129.3218912,35.50761888,1165226.49,1725049.47,100_1165200_1725000,1000_1165000_1725000,울산광역시 남구
40424,개운포역(종점),129.321477,35.50777557,1165188.6,1725066.15,100_1165100_1725000,1000_1165000_1725000,울산광역시 남구
15966,개천마을,129.2856706,35.33927526,1162278.73,1706316.4,100_1162200_1706300,1000_1162000_1706000,울산광역시 울주군
15965,개천마을,129.2855684,35.33930863,1162269.38,1706319.94,100_1162200_1706300,1000_1162000_1706000,울산광역시 울주군
77733,거남마을,129.3186234,35.45449323,1165038.71,1719151.12,100_1165000_1719100,1000_1165000_1719000,울산광역시 울주군
77605,거남마을,129.3187624,35.45459627,1165051.11,1719162.78,100_1165000_1719100,1000_1165000_1719000,울산광역시 울주군
15306,거리동회관,129.0764698,35.59002952,1142821.09,1733806.93,100_1142800_1733800,1000_1142000_1733000,울산광역시 울주군
15305,거리동회관,129.0763213,35.59002901,1142807.63,1733806.66,100_1142800_1733800,1000_1142000_1733000,울산광역시 울주군
66006,검단공원,129.1802974,35.45870157,1152476.55,1719395.49,100_1152400_1719300,1000_1152000_1719000,울산광역시 울주군
66005,검단공원,129.1800836,35.45840171,1152457.71,1719361.9,100_1152400_1719300,1000_1152000_1719000,울산광역시 울주군
65903,검단마을,129.1846352,35.45622239,1152874.91,1719127.2,100_1152800_1719100,1000_1152000_1719000,울산광역시 울주군
15705,검단마을,129.1849097,35.45621058,1152899.84,1719126.32,100_1152800_1719100,1000_1152000_1719000,울산광역시 울주군
15706,검단마을,129.1848295,35.45611044,1152892.75,1719115.09,100_1152800_1719100,1000_1152000_1719000,울산광역시 울주군
65904,검단마을,129.1849443,35.4562068,1152902.99,1719125.95,100_1152900_1719100,1000_1152000_1719000,울산광역시 울주군
66007,검단마을회관앞,129.1836069,35.46026512,1152773.94,1719574.03,100_1152700_1719500,1000_1152000_1719000,울산광역시 울주군
66008,검단마을회관앞,129.1837947,35.4601659,1152791.17,1719563.32,100_1152700_1719500,1000_1152000_1719000,울산광역시 울주군
15710,검단분교,129.177138,35.45824922,1152190.68,1719340.44,100_1152100_1719300,1000_1152000_1719000,울산광역시 울주군
15709,검단분교,129.1773093,35.45822438,1152206.27,1719337.95,100_1152200_1719300,1000_1152000_1719000,울산광역시 울주군
66003,검단분교,129.1771444,35.45808015,1152191.58,1719321.69,100_1152100_1719300,1000_1152000_1719000,울산광역시 울주군
66009,검단분교,129.177296,35.45807817,1152205.34,1719321.71,100_1152200_1719300,1000_1152000_1719000,울산광역시 울주군
15606,경남아너스빌,129.1253753,35.57126825,1147286.44,1731797.98,100_1147200_1731700,1000_1147000_1731000,울산광역시 울주군
15602,경남아너스빌,129.1249372,35.57147125,1147246.37,1731819.84,100_1147200_1731800,1000_1147000_1731000,울산광역시 울주군
15605,경남아너스빌,129.1252005,35.57117221,1147270.78,1731787.07,100_1147200_1731700,1000_1147000_1731000,울산광역시 울주군
15604,경남아너스빌,129.1242709,35.57163368,1147185.69,1731836.86,100_1147100_1731800,1000_1147000_1731000,울산광역시 울주군
31526,경남요업 앞,129.2821324,35.43596286,1161763.91,1717035.31,100_1161700_1717000,1000_1161000_1717000,울산광역시 울주군
57148,경남한신아파트,129.0917651,35.23582763,1144839.52,1694541.89,100_1144800_1694500,1000_1144000_1694000,부산광역시
57159,경남한신아파트,129.0922178,35.23657582,1144879.38,1694625.53,100_1144800_1694600,1000_1144000_1694000,부산광역시
30238,경동청구,129.1083787,35.56952832,1145749.29,1731579.69,100_1145700_1731500,1000_1145000_1731000,울산광역시 울주군
30237,경동청구,129.1085788,35.5687902,1145768.76,1731498.12,100_1145700_1731400,1000_1145000_1731000,울산광역시 울주군
59134,경동탕,129.0386185,35.33841198,1139826.6,1705843.77,100_1139800_1705800,1000_1139000_1705000,양산시
59133,경동탕,129.0384546,35.33835547,1139811.8,1705837.28,100_1139800_1705800,1000_1139000_1705000,양산시
30221,경의고등학교,129.0931419,35.58784004,1144335.56,1733588.4,100_1144300_1733500,1000_1144000_1733000,울산광역시 울주군
30222,경의고등학교,129.0928735,35.58821754,1144310.56,1733629.88,100_1144300_1733600,1000_1144000_1733000,울산광역시 울주군
23904,경찰청,129.3148189,35.57233827,1164452.82,1732216.59,100_1164400_1732200,1000_1164000_1732000,울산광역시 중구
23903,경찰청,129.314893,35.57322206,1164457.73,1732314.75,100_1164400_1732300,1000_1164000_1732000,울산광역시 중구
23909,경찰청,129.3154642,35.57410088,1164507.7,1732413.19,100_1164500_1732400,1000_1164000_1732000,울산광역시 중구
23910,경찰청,129.3159583,35.57450362,1164551.65,1732458.69,100_1164500_1732400,1000_1164000_1732000,울산광역시 중구
15203,계당,129.2043459,35.70728836,1154181.6,1747006.86,100_1154100_1747000,1000_1154000_1747000,울산광역시 울주군
15204,계당,129.204461,35.70757233,1154191.46,1747038.54,100_1154100_1747000,1000_1154000_1747000,울산광역시 울주군
15387,계당마을회관,129.2027496,35.70988043,1154032.19,1747291.88,100_1154000_1747200,1000_1154000_1747000,울산광역시 울주군
15386,계당마을회관,129.2028617,35.70994511,1154042.2,1747299.23,100_1154000_1747200,1000_1154000_1747000,울산광역시 울주군
77101,계룡리슈빌,129.1143897,35.56238382,1146307.03,1730796.13,100_1146300_1730700,1000_1146000_1730000,울산광역시 울주군
15434,계룡리슈빌,129.1144591,35.56208642,1146313.86,1730763.25,100_1146300_1730700,1000_1146000_1730000,울산광역시 울주군
30351,계명마을,129.1962503,35.71237358,1153439.42,1747558.25,100_1153400_1747500,1000_1153000_1747000,울산광역시 울주군
30352,계명마을,129.1963743,35.71229522,1153450.79,1747549.75,100_1153400_1747500,1000_1153000_1747000,울산광역시 울주군
40515,계비고개,129.329126,35.5602968,1165774.23,1730904.89,100_1165700_1730900,1000_1165000_1730000,울산광역시 중구
3018,고강리,129.0585053,35.70478517,1140991.62,1746509.87,100_1140900_1746500,1000_1140000_1746000,경주시
3019,고강리,129.059031,35.70313513,1141042.08,1746327.6,100_1141000_1746300,1000_1141000_1746000,경주시
30343,고동골,129.1322777,35.58048745,1147895.02,1732830.93,100_1147800_1732800,1000_1147000_1732000,울산광역시 울주군
30344,고동골,129.1326902,35.5817647,1147930.05,1732973.23,100_1147900_1732900,1000_1147000_1732000,울산광역시 울주군
15455,고려제강,129.0748621,35.60520475,1142648.49,1735487.85,100_1142600_1735400,1000_1142000_1735000,울산광역시 울주군
2668,고려제강양산공장,129.0502918,35.3836468,1140808.94,1710877.6,100_1140800_1710800,1000_1140000_1710000,양산시
3442,고려제강양산공장,129.0501092,35.38374271,1140792.19,1710887.98,100_1140700_1710800,1000_1140000_1710000,양산시
77513,고리스포츠문화센터(기점),129.2850554,35.3296805,1162242.0,1705251.14,100_1162200_1705200,1000_1162000_1705000,부산광역시
77509,고리스포츠문화센터(종점),129.2858999,35.32962596,1162318.87,1705246.47,100_1162300_1705200,1000_1162000_1705000,부산광역시
30349,고사골입구,129.1525472,35.62279199,1149652.92,1737554.09,100_1149600_1737500,1000_1149000_1737000,울산광역시 울주군
30350,고사골입구,129.152756,35.62270828,1149671.99,1737545.12,100_1149600_1737500,1000_1149000_1737000,울산광역시 울주군
30338,고속도휴게소,129.1360452,35.59712384,1148205.74,1734681.94,100_1148200_1734600,1000_1148000_1734000,울산광역시 울주군
30337,고속도휴게소,129.1353693,35.59639017,1148145.86,1734599.54,100_1148100_1734500,1000_1148000_1734000,울산광역시 울주군
31716,고속버스터미널/외식명가 삼산정,129.3398844,35.53832202,1166794.91,1728485.5,100_1166700_1728400,1000_1166000_1728000,울산광역시 남구
31715,고속버스터미널앞,129.3396219,35.53771055,1166772.37,1728417.23,100_1166700_1728400,1000_1166000_1728000,울산광역시 남구
20701,고속지하도,129.1686181,35.65290702,1151051.72,1740919.12,100_1151000_1740900,1000_1151000_1740000,울산광역시 울주군
