lon,lat,pop
129.12172,35.68358,7
129.27478,35.6093,20
129.24416,35.47001,20
129.0852,35.51277,71
129.17125,35.67388,0
129.17115,35.66938,7
129.34115,35.37391,6
129.0778,35.69768,0
129.32424,35.35613,6
129.26728,35.51925,9
129.10878,35.58909,14
129.28521,35.5821,0
129.28133,35.40636,1716
129.09649,35.52614,150
129.12597,35.62041,12
129.22309,35.51539,0
129.28683,35.40628,4064
129.25892,35.38865,0
129.28873,35.49189,15
129.26335,35.59143,0
129.06526,35.62122,21
129.07157,35.6617,0
129.16853,35.5432,0
129.19952,35.4436,16
129.26926,35.60938,0
129.08538,35.52178,0
129.11918,35.5574,647
129.07995,35.52636,15
129.16385,35.58383,11
129.01422,35.54974,8
129.24827,35.65927,0
129.35205,35.36923,70
129.14234,35.61117,56
129.12624,35.63393,51
129.07148,35.6572,0
129.25351,35.39324,0
129.33657,35.41454,0
129.13453,35.49859,0
129.21556,35.42083,0
129.10752,35.526,96
129.21475,35.64172,52
129.35185,35.36022,81
129.08004,35.53087,12
129.16629,35.701,12
129.13636,35.58872,44
129.08048,35.5534,10
129.10209,35.53058,436
129.31894,35.36523,120
129.1277,35.70603,33
129.2161,35.70481,40
129.16209,35.49821,0
129.17918,35.52502,0
129.30234,35.36097,0
129.34085,35.36039,25
129.32699,35.4778,0
129.1646,35.61988,7
129.28361,35.51,12
129.17367,35.5251,0
129.25221,35.58709,0
129.28571,35.60463,0
129.05904,35.58524,8
129.28063,35.37481,31
129.08564,35.5353,0
129.35195,35.36473,111
129.08635,35.57136,15
129.07603,35.60755,0
129.13158,35.62484,33
129.29293,35.43323,0
129.13094,35.5933,0
129.25361,35.39775,0
129.14601,35.52097,14
129.23314,35.47017,131
129.14684,35.56153,0
129.15524,35.70115,0
129.28763,35.44232,0
129.13167,35.62935,6
129.09765,35.58473,89
129.0374,35.60805,0
129.20515,35.70947,72
129.13517,35.53013,7
129.20779,35.5742,57
129.32526,35.40119,48
129.16255,35.52074,14
129.23237,35.43412,0
129.27523,35.3794,35
129.10743,35.52149,126
129.1056,35.70633,10
129.07647,35.63009,9
129.30764,35.35187,28
129.16067,35.69657,0
129.26432,35.38407,21
129.21063,35.44795,0
129.25872,35.63207,43
129.08324,35.6931,31
129.22444,35.57847,77
129.12679,35.66097,7
129.14657,35.54801,11
129.28039,35.61372,35
129.28661,35.64518,69
129.23771,35.68196,0
129.16107,35.44864,75
