stop_id,lon,lat
30354,129.1501006,35.61730727
30353,129.1501668,35.61742449
15267,129.0889522,35.66659254
15268,129.0890571,35.66663936
21903,129.2937066,35.5318657
22420,129.294099,35.51507134
22419,129.2939044,35.51494229
14304,129.3273589,35.63899077
14303,129.3272743,35.6387595
14217,129.3295198,35.63886356
14216,129.3288823,35.63843438
59241,129.0723067,35.4404318
59242,129.0724986,35.44048005
4620,129.0890752,35.28956201
4621,129.0893836,35.28954192
12614,129.2944875,35.5412972
12613,129.2944969,35.54115541
15355,129.1086238,35.59278141
20413,129.2494255,35.5667267
20426,129.2482106,35.56613907
20414,129.2494419,35.5659312
20425,129.2482264,35.56596644
15356,129.1086192,35.592895
30438,129.1719151,35.66341842
30437,129.172015,35.66348528
20709,129.1991745,35.65574627
20710,129.1991961,35.65588396
14514,129.3122163,35.61957498
14513,129.31195,35.61906735
14505,129.3113369,35.61586942
14506,129.3114702,35.61585291
30419,129.1671048,35.54943591
30420,129.166814,35.54949367
15945,129.2233655,35.4384723
15944,129.2232224,35.4385763
24443,129.2138988,35.48778069
24444,129.2139312,35.48794571
24445,129.2168384,35.48479248
24446,129.2165306,35.48493602
30513,129.217036,35.48410884
30514,129.2173677,35.48420333
11107,129.3473044,35.55279441
11106,129.3474512,35.5529132
4542,129.0535786,35.38894267
4541,129.0533364,35.38900832
59189,129.0556435,35.39110811
59190,129.0555306,35.39135711
23328,129.3530332,35.37050877
23327,129.3529471,35.3704536
61112,129.4278623,35.48644761
61111,129.4280296,35.48653419
70606,129.419069,35.50255461
70605,129.4190079,35.50276983
23353,129.3555316,35.36100933
23352,129.3556332,35.36091049
60805,129.4201033,35.50394413
60806,129.4200137,35.50372834
21302,129.2873666,35.64908179
21301,129.2872187,35.64904944
25909,129.367066,35.57145155
25910,129.3656449,35.5716011
21305,129.2873138,35.64305729
21306,129.2876978,35.64357603
14002,129.4225265,35.648095
14001,129.422572,35.64808021
31519,129.2826361,35.41431841
31520,129.282985,35.41437297
14011,129.4396961,35.63969201
26306,129.4403473,35.64000615
26305,129.4401566,35.63998794
14012,129.439667,35.63981214
14016,129.4406234,35.639737
14015,129.440827,35.63964972
31536,129.2850586,35.41223788
31535,129.284874,35.41207608
61016,129.4359918,35.49007834
61015,129.4358602,35.48913772
61012,129.4279338,35.49220332
61011,129.4272219,35.49246364
24235,129.4262814,35.49193024
24236,129.4264076,35.4915373
59187,129.0512518,35.38561403
59186,129.0511233,35.3859305
77824,129.2868475,35.40688098
77823,129.2869418,35.40754987
63308,129.3420158,35.54616318
63305,129.3420272,35.54604991
77801,129.2449265,35.39523081
77802,129.2450221,35.39509602
77812,129.2553837,35.40074876
77811,129.25525,35.40088868
30124,129.1048769,35.53237488
30123,129.1048862,35.5326126
61407,129.3536936,35.65563664
30319,129.1582779,35.63502605
30320,129.1583982,35.63510258
30522,129.2057094,35.45587463
30521,129.2055141,35.45631487
40126,129.3340824,35.45183909
40125,129.3338565,35.45192571
70804,129.4201711,35.49090374
70803,129.4202675,35.49085309
3052,129.0554221,35.66940275
3048,129.0645996,35.65430523
3049,129.0647049,35.65438259
3050,129.0589135,35.6640933
3051,129.0591998,35.66372711
3053,129.0554367,35.66920716
31209,129.3275339,35.52664167
30356,129.1542528,35.6169356
30355,129.1542152,35.61703576
23707,129.3354516,35.54306324
23708,129.3356923,35.54304039
31210,129.325834,35.52693756
59317,129.1533031,35.37424265
30566,129.1541439,35.37715587
30565,129.1540458,35.37736854
59319,129.1555823,35.37825579
30569,129.1496893,35.37292441
30570,129.1502533,35.37326603
30568,129.1517185,35.37466215
59316,129.1517233,35.37388581
30567,129.151902,35.37511015
30500,129.1478709,35.36967181
30572,129.148321,35.3701819
41291,129.1686201,35.47107834
41286,129.1686255,35.47095176
77713,129.3058167,35.4289656
77714,129.3059939,35.42882219
77716,129.3069201,35.42953488
77715,129.3069364,35.42982354
77720,129.3111532,35.43287196
77719,129.311559,35.43355082
31510,129.284711,35.43959607
31509,129.2836789,35.43785576
22305,129.3059132,35.4347568
22306,129.3060657,35.43510442
25902,129.3630329,35.57964711
25901,129.3627714,35.58011832
22106,129.298647,35.48560165
22105,129.2983744,35.48498436
40143,129.3104881,35.47550957
40142,129.3099854,35.47575355
40141,129.3099427,35.4763269
24625,129.3002143,35.48715988
